timestamp,phase,paper_id,decision,rule_applied,rationale,rater_initials
2026-04-16T15:28:17.502098+00:00,3,doi:10.1145/3674805.3690746,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:30:47.347221+00:00,3,doi:10.1515/labmed-2024-0034,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:32:00.138376+00:00,3,doi:10.1145/3650212.3680355,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:33:08.325421+00:00,3,doi:10.1145/3650212.3680388,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:33:55.204348+00:00,3,doi:10.1145/3650212.3680368,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:35:35.243532+00:00,3,doi:10.1145/3643795.3648396,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:37:32.060797+00:00,3,doi:10.1145/3643787.3648033,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:38:43.332687+00:00,3,doi:10.1145/3643787.3648032,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:39:06.340752+00:00,3,doi:10.1016/j.jss.2024.112059,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:39:29.199333+00:00,3,doi:10.1145/3671016.3674821,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:43:25.265658+00:00,3,doi:10.1145/3643991.3645079,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:47:48.669214+00:00,3,doi:10.1145/3643991.3644917,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:52:07.907460+00:00,3,doi:10.1145/3634737.3661134,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:52:51.296866+00:00,3,doi:10.1145/3653718,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:57:18.519157+00:00,3,doi:10.1145/3655693.3655701,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:59:25.789049+00:00,3,doi:10.1109/tse.2024.3392499,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:04:33.991038+00:00,3,doi:10.1145/3597503.3639180,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:11:03.695480+00:00,3,doi:10.1145/3660650.3660665,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:11:30.577570+00:00,3,doi:10.3390/app14093780,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:12:08.182732+00:00,3,doi:10.3390/electronics13091644,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:14:16.058062+00:00,3,doi:10.1145/3644815.3644948,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:17:05.380962+00:00,3,doi:10.1145/3640543.3645142,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:22:12.547680+00:00,3,doi:10.1109/iciibms62405.2024.10792720,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:24:14.300226+00:00,3,doi:10.1109/spw63631.2024.00014,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:26:43.095295+00:00,3,doi:10.1109/qrs62785.2024.00028,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:28:24.358284+00:00,3,doi:10.1109/telfor63250.2024.10819096,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:30:15.732234+00:00,3,doi:10.3389/fcomp.2024.1473870,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:30:57.979927+00:00,3,doi:10.1109/etfa61755.2024.10711043,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:31:22.881346+00:00,3,doi:10.1109/cseet62301.2024.10663027,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:32:38.235679+00:00,3,doi:10.1109/acit62805.2024.10876897,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:35:59.861119+00:00,3,doi:10.1109/sera61261.2024.10685568,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T16:37:02.447276+00:00,3,doi:10.1109/apsec65559.2024.00052,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T22:50:38.370560+00:00,3,doi:10.1109/icmtim62047.2024.10629560,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T22:51:20.476661+00:00,3,doi:10.1109/saner60148.2024.00018,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T22:53:17.277935+00:00,3,doi:10.1109/tse.2024.3492204,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T22:54:50.712845+00:00,3,doi:10.1109/cseet62301.2024.10663055,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:00:03.518662+00:00,3,doi:10.1109/saner-c62648.2024.00018,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:04:19.294335+00:00,3,doi:10.1109/tkde.2024.3436883,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:05:44.669912+00:00,3,doi:10.1109/apsec65559.2024.00017,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:06:33.895211+00:00,3,doi:10.1109/tbdata.2024.3524104,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:07:18.601042+00:00,3,doi:10.18293/seke2024-123,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:08:03.386948+00:00,3,doi:10.1109/sera61261.2024.10685583,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:13:05.280772+00:00,3,doi:10.4230/oasics.icpec.2023.2,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:13:25.335019+00:00,3,doi:10.1109/icse48619.2023.00181,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:14:09.348060+00:00,3,doi:10.1109/icse48619.2023.00119,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:14:40.301473+00:00,3,doi:10.1145/3597926.3598067,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:15:28.975267+00:00,3,doi:10.1145/3593434.3593468,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:16:29.423906+00:00,3,doi:10.1109/msr59073.2023.00082,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:17:20.360433+00:00,3,doi:10.1109/apsec60848.2023.00085,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:18:13.531255+00:00,3,doi:10.1109/ase56229.2023.00089,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:19:14.263391+00:00,3,doi:10.1553/giscience2023_01_s140,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:19:33.326523+00:00,3,doi:10.1109/csce60160.2023.00169,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:22:02.225039+00:00,3,doi:10.1109/icstw58534.2023.00078,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:23:05.369503+00:00,3,doi:10.1109/rew57809.2023.00052,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:23:49.486698+00:00,3,doi:10.1109/saner56733.2023.00070,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:24:12.790898+00:00,3,doi:10.1109/csce60160.2023.00051,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:24:29.194526+00:00,3,doi:10.1109/icest58410.2023.10187247,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:24:48.439085+00:00,3,doi:10.1109/dsit60026.2023.00021,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:25:21.481360+00:00,3,doi:10.1109/ase56229.2023.00096,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:27:06.388392+00:00,3,doi:10.1109/ase56229.2023.00206,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:27:42.647117+00:00,3,doi:10.13052/jwe1540-9589.2263,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:31:17.013693+00:00,3,doi:10.1145/3701625.3701673,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:45:40.293449+00:00,3,doi:10.1145/3770581,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:48:45.530069+00:00,3,doi:10.1145/3729355,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T23:50:38.366295+00:00,3,doi:10.1145/3806655,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T07:39:57.219614+00:00,3,doi:10.1007/s10664-025-10758-3,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:30:48.315923+00:00,3,doi:10.1016/j.jss.2025.112685,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:32:11.284212+00:00,3,doi:10.1145/3735553,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:34:55.998823+00:00,3,doi:10.3390/systems14020153,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:35:47.753666+00:00,3,doi:10.3390/electronics15040903,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:38:00.790623+00:00,3,doi:10.1109/tse.2026.3659293,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:41:22.623143+00:00,3,doi:10.1109/ms.2026.3668669,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:43:55.086559+00:00,3,doi:10.1109/tse.2025.3632765,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:45:02.436425+00:00,3,doi:10.5152/electrica.2026.25033,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:45:25.030987+00:00,3,doi:10.1109/access.2026.3671629,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:46:11.911010+00:00,3,doi:10.1109/tse.2026.3651566,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:48:50.197834+00:00,3,doi:10.1109/tse.2026.3658163,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:48:57.387495+00:00,3,doi:10.1007/s40747-025-02051-z,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:49:25.499057+00:00,3,doi:10.1145/3773274.3774686,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:49:53.013438+00:00,3,doi:10.1145/3733237,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:50:04.649180+00:00,3,doi:10.1145/3663547.3759729,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:50:14.908321+00:00,3,doi:10.1145/3744335.3758482,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:50:21.066237+00:00,3,doi:10.1145/3744257.3744266,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:50:21.456241+00:00,3,doi:10.3390/data10100156,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:50:57.744804+00:00,3,doi:10.3390/computers14110501,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:51:16.626894+00:00,3,doi:10.3390/fi17090418,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:51:25.317430+00:00,3,doi:10.1145/3696630.3728698,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:52:45.421594+00:00,3,doi:10.15587/2706-5448.2025.326899,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:53:02.223272+00:00,3,doi:10.1016/j.measen.2024.101701,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:53:31.088406+00:00,3,doi:10.1007/s10664-025-10658-6,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:53:38.695557+00:00,3,doi:10.1007/s10515-025-00492-x,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:54:03.947555+00:00,3,doi:10.1145/3706598.3713600,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:54:15.157330+00:00,3,doi:10.3390/electronics14071463,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:55:11.081961+00:00,3,doi:10.1145/3697010,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:55:12.787316+00:00,3,doi:10.1109/ase63991.2025.00046,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:55:33.428047+00:00,3,doi:10.1080/14703297.2025.2563022,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Validation Research' → 'Evaluation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:55:46.077007+00:00,3,doi:10.1109/icse-nier66352.2025.00021,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:55:48.979991+00:00,3,doi:10.1109/ase63991.2025.00031,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:56:30.837914+00:00,3,doi:10.1109/iaict65714.2025.11101520,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:56:34.459005+00:00,3,doi:10.1016/j.compeleceng.2024.109882,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:56:40.018129+00:00,3,doi:10.1109/cdma61895.2025.00017,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:56:55.144500+00:00,3,doi:10.1109/ase63991.2025.00275,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:57:16.621876+00:00,3,doi:10.1109/gaclm67198.2025.11232354,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:57:24.175395+00:00,3,doi:10.1109/forge66646.2025.00035,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:57:24.471117+00:00,3,doi:10.1109/icpc66645.2025.00066,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:57:28.154366+00:00,3,doi:10.1002/spe.3360,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:57:39.134046+00:00,3,doi:10.1117/12.3049666,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:58:07.640554+00:00,3,doi:10.1109/saner64311.2025.00070,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:58:30.898751+00:00,3,doi:10.1109/cseet66350.2025.00031,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:58:34.090515+00:00,3,doi:10.1109/tse.2025.3621462,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:58:34.454201+00:00,3,doi:10.1109/ase63991.2025.00223,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-17T08:58:59.524872+00:00,3,doi:10.1109/mnet.2024.3507801,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
