"ref_id","source_seed","raw_citation","authors","title","year","doi","status","screening_paper_id","crossref_confidence","notes"
"snow_00191","LiuLLMAgents2026","","Shuyang Jiang, Yuhao Wang, Yu Wang","SelfEvolve: A Code Evolution Framework via Large Language Models","2023","10.48550/arxiv.2306.02907","excluded_via_snowball","doi:10.48550/arxiv.2306.02907","","extraction:llm"
"snow_00192","LiuLLMAgents2026","","Carlos E. Jimenez, John Yang, Alexander Wettig, Shunyu Yao, Kexin Pei, Ofir Press, Karthik R. Narasimhan","SWE-bench: Can Language Models Resolve Real-world Github Issues?","2024","","excluded_via_snowball","hash:79a14f5dec7f","0.23","extraction:llm;crossref_no_match"
"snow_00193","LiuLLMAgents2026","","Dongming Jin, Zhi Jin, Xiaohong Chen, Chunhui Wang","MARE: Multi-Agents Collaboration Framework for Requirements Engineering","2024","10.48550/arxiv.2405.03256","excluded_via_snowball","doi:10.48550/arxiv.2405.03256","","extraction:llm"
"snow_00194","LiuLLMAgents2026","","Michael Johnson, Robert Rosebrugh, R. J. Wood","Entity-relationship-attribute Designs and Sketches","2002","10.70930/tac/1davhtex","excluded_via_snowball","doi:10.70930/tac/1davhtex","1.03","extraction:llm"
"snow_00195","LiuLLMAgents2026","","Harshit Joshi, José Pablo Cambronero Sánchez, Sumit Gulwani, Vu Le, Gust Verbruggen, Ivan Radicek","Repair Is Nearly Generation: Multilingual Program Repair with LLMs","2023","10.1609/aaai.v37i4.25642","excluded_via_snowball","doi:10.1609/aaai.v37i4.25642","","extraction:llm"
"snow_00196","LiuLLMAgents2026","","Martin Josifoski, Lars Henning Klein, Maxime Peyrard, Yifei Li, Saibo Geng, Julian Paul Schnitzler, Yuxing Yao, Jiheng Wei, Debjit Paul, Robert West","Flows: Building Blocks of Reasoning and Collaborating AI","2023","10.48550/arxiv.2308.01285","excluded_via_snowball","doi:10.48550/arxiv.2308.01285","","extraction:llm"
"snow_00197","LiuLLMAgents2026","","Charles Lee Isbell Jr., Christian R. Shelton, Michael J. Kearns, Satinder Singh, Peter Stone","A Social Reinforcement Learning Agent","2001","10.1145/375735.376334","excluded_via_snowball","doi:10.1145/375735.376334","","extraction:llm"
"snow_00198","LiuLLMAgents2026","","René Just, Darioush Jalali, Michael D. Ernst","Defects4J: A Database of Existing Faults to Enable Controlled Testing Studies for Java Programs","2014","10.1145/2610384.2628055","excluded_via_snowball","doi:10.1145/2610384.2628055","","extraction:llm"
"snow_00199","LiuLLMAgents2026","","Leslie Pack Kaelbling, Michael L. Littman, Andrew W. Moore","Reinforcement Learning: A Survey","1996","10.1613/jair.301","excluded_via_snowball","doi:10.1613/jair.301","","extraction:llm"
"snow_00200","LiuLLMAgents2026","","Sungmin Kang, Gabin An, Shin Yoo","A Quantitative and Qualitative Evaluation of LLM-Based Explainable Fault Localization","2024","10.1145/3660771","excluded_via_snowball","doi:10.1145/3660771","","extraction:llm"
"snow_00201","LiuLLMAgents2026|WangAgenticProg2025","","Sungmin Kang, Bei Chen, Shin Yoo, Jian-Guang Lou","Explainable Automated Debugging via Large Language Model-driven Scientific Debugging","2025","10.1007/s10664-024-10594-x","already_in_corpus","","","extraction:llm"
"snow_00202","LiuLLMAgents2026","","Taghi M. Khoshgoftaar, Naeem Seliya","Comparative Assessment of Software Quality Classification Techniques: An Empirical Case Study","2004","10.1023/b:emse.0000027781.18360.9b","excluded_via_snowball","doi:10.1023/b:emse.0000027781.18360.9b","","extraction:llm"
"snow_00203","LiuLLMAgents2026","","Hatice Koç, Ali Mert Erdoğan, Yousef Barjakly, Serhat Peker","UML Diagrams in Software Engineering Research: A Systematic Literature Review","2021","10.3390/proceedings2021074013","excluded_via_snowball","doi:10.3390/proceedings2021074013","1.03","extraction:llm"
"snow_00204","LiuLLMAgents2026","","Takeshi Kojima, Shixiang Shane Gu, Machel Reid, Yutaka Matsuo, Yusuke Iwasawa","Large Language Models are Zero-Shot Reasoners","2022","10.52202/068431-1613","excluded_via_snowball","doi:10.52202/068431-1613","1.03","extraction:llm"
"snow_00205","LiuLLMAgents2026","","Madhava Krishna, Bhagesh Gaur, Arsh Verma, Pankaj Jalote","Using LLMs in Software Requirements Specifications: An Empirical Evaluation","2024","10.1109/re59067.2024.00056","excluded_via_snowball","doi:10.1109/re59067.2024.00056","","extraction:llm"
"snow_00206","LiuLLMAgents2026","","Philip A. Laplante, Naoufel Werghi, Christopher Lee Kuszmavl, Chris Verhof, Brian Henderson-Sellers, Joseph L. Ganley, Ian Sommerville, Amos R. Romondi, Ling Guan, Marco Gori, et al.","Dictionary of Computer Science, Engineering and Technology","2017","10.1201/9781315214740","excluded_via_snowball","doi:10.1201/9781315214740","1.03","extraction:llm"
"snow_00207","LiuLLMAgents2026","","Hung Le, Hailin Chen, Amrita Saha, Akash Gokul, Doyen Sahoo, Shafiq Joty","CodeChain: Towards Modular Code Generation Through Chain of Self-revisions with Representative Sub-modules","2024","","excluded_via_snowball","hash:5e050592a1ff","0.347","extraction:llm;crossref_no_match"
"snow_00208","LiuLLMAgents2026","","Cheryl Lee, Chunqiu Steven Xia, Jen-tse Huang, Zhouruixin Zhu, Lingming Zhang, Michael R. Lyu","A Unified Debugging Approach via LLM-Based Multi-Agent Synergy","2024","10.48550/arxiv.2404.17153","excluded_via_snowball","doi:10.48550/arxiv.2404.17153","","extraction:llm"
"snow_00209","LiuLLMAgents2026","","Bin Lei, Yuchen Li, Qiuwu Chen","AutoCoder: Enhancing Code Large Language Model with AIEV-Instruct","2024","10.48550/arxiv.2405.14906","excluded_via_snowball","doi:10.48550/arxiv.2405.14906","","extraction:llm"
"snow_00210","LiuLLMAgents2026","","Caroline Lemieux, Jeevana Priya Inala, Shuvendu K. Lahiri, Siddhartha Sen","CodaMosa: Escaping Coverage Plateaus in Test Generation with Pre-trained Large Language Models","2023","10.1109/icse48619.2023.00085","excluded_via_snowball","doi:10.1109/icse48619.2023.00085","","extraction:llm"
"snow_00211","LiuLLMAgents2026","","Chuanyi Li, Liguo Huang, Jidong Ge, Bin Luo, Vincent Ng","Automatically Classifying User Requests in Crowdsourcing Requirements Engineering","2018","10.1016/j.jss.2017.12.028","excluded_via_snowball","doi:10.1016/j.jss.2017.12.028","","extraction:llm"
"snow_00212","LiuLLMAgents2026","","Chengpeng Li, Chenguang Zhu, Wenxi Wang, August Shi","Repairing Order-Dependent Flaky Tests via Test Generation","2022","10.1145/3510003.3510173","excluded_via_snowball","doi:10.1145/3510003.3510173","","extraction:llm"
"snow_00213","LiuLLMAgents2026|WangAgenticProg2025","","Guohao Li, Hasan Hammoud, Hani Itani, Dmitrii Khizbullin, Bernard Ghanem","CAMEL: Communicative Agents for 'Mind' Exploration of Large Language Model Society","2023","10.52202/075280-2264","excluded_via_snowball","doi:10.52202/075280-2264","1.03","extraction:llm"
"snow_00214","LiuLLMAgents2026","","Haonan Li, Yu Hao, Yizhuo Zhai, Zhiyun Qian","Enhancing Static Analysis for Practical Bug Detection: An LLM-Integrated Approach","2024","10.1145/3649828","excluded_via_snowball","doi:10.1145/3649828","","extraction:llm"
"snow_00215","LiuLLMAgents2026","","Junyou Li, Qin Zhang, Yangbin Yu, Qiang Fu, Deheng Ye","More Agents Is All You Need","2024","","excluded_via_snowball","hash:873ea335f083","0.752","extraction:llm;crossref_no_match"
"snow_00216","LiuLLMAgents2026","","Jia Li, Yunfei Zhao, Yongmin Li, Ge Li, Zhi Jin","Towards Enhancing In-Context Learning for Code Generation","2023","10.48550/arxiv.2303.17780","excluded_via_snowball","doi:10.48550/arxiv.2303.17780","","extraction:llm"
"snow_00217","LiuLLMAgents2026","","Lingwei Li, Li Yang, Huaxi Jiang, Jun Yan, Tiejian Luo, Zihan Hua, Geng Liang, Chun Zuo","AUGER: Automatically Generating Review Comments with Pre-training Models","2022","10.1145/3540250.3549099","excluded_via_snowball","doi:10.1145/3540250.3549099","","extraction:llm"
"snow_00218","LiuLLMAgents2026","","Xia Li, Wei Li, Yuqun Zhang, Lingming Zhang","DeepFL: Integrating Multiple Fault Diagnosis Dimensions for Deep Fault Localization","2019","10.1145/3293882.3330574","excluded_via_snowball","doi:10.1145/3293882.3330574","","extraction:llm"
"snow_00219","LiuLLMAgents2026","","Yuanchun Li, Ziyue Yang, Yao Guo, Xiangqun Chen","Humanoid: A Deep Learning-Based Approach to Automated Black-box Android App Testing","2019","10.1109/ase.2019.00104","excluded_via_snowball","doi:10.1109/ase.2019.00104","","extraction:llm"
"snow_00220","LiuLLMAgents2026","","Ziyang Li, Saikat Dutta, Mayur Naik","IRIS: LLM-Assisted Static Analysis for Detecting Security Vulnerabilities","2025","","excluded_via_snowball","hash:a644560e84e5","0.511","extraction:llm;crossref_no_match"
"snow_00221","LiuLLMAgents2026","","Zhen Li, Deqing Zou, Shouhuai Xu, Hai Jin, Yawei Zhu, Zhaoxuan Chen","SySeVR: A Framework for Using Deep Learning to Detect Software Vulnerabilities","2022","10.1109/tdsc.2021.3051525","excluded_via_snowball","doi:10.1109/tdsc.2021.3051525","","extraction:llm"
"snow_00222","LiuLLMAgents2026","","Bin Lin, Nathan Cassee, Alexander Serebrenik, Gabriele Bavota, Nicole Novielli, Michele Lanza","Opinion Mining for Software Development: A Systematic Literature Review","2022","10.1145/3490388","excluded_via_snowball","doi:10.1145/3490388","","extraction:llm"
"snow_00223","LiuLLMAgents2026","","Derrick Lin, James Koppel, Angela Chen, Armando Solar-Lezama","QuixBugs: A Multi-lingual Program Repair Benchmark Set Based on the Quixey Challenge","2017","10.1145/3135932.3135941","excluded_via_snowball","doi:10.1145/3135932.3135941","","extraction:llm"
"snow_00224","LiuLLMAgents2026","","Feng Lin, Dong Jae Kim, Tse-Hsun Chen","SOEN-101: Code Generation by Emulating Software Process Models Using Large Language Model Agents","2025","10.1109/icse55347.2025.00140","excluded_via_snowball","doi:10.1109/icse55347.2025.00140","","extraction:llm"
"snow_00225","LiuLLMAgents2026","","Junwei Liu, Yixuan Chen, Mingwei Liu, Xin Peng, Yiling Lou","STALL+: Boosting LLM-based Repository-level Code Completion with Static Analysis","2024","10.48550/arxiv.2406.10018","excluded_via_snowball","doi:10.48550/arxiv.2406.10018","","extraction:llm"
"snow_00226","LiuLLMAgents2026","","Jiawei Liu, Jinkun Lin, Fabian Ruffy, Cheng Tan, Jinyang Li, Aurojit Panda, Lingming Zhang","NNSmith: Generating Diverse and Valid Test Cases for Deep Learning Compilers","2023","10.1145/3575693.3575707","excluded_via_snowball","doi:10.1145/3575693.3575707","","extraction:llm"
"snow_00227","LiuLLMAgents2026","","Jiawei Liu, Chunqiu Steven Xia, Yuyao Wang, Lingming Zhang","Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of Large Language Models for Code Generation","2023","10.52202/075280-0943","excluded_via_snowball","doi:10.52202/075280-0943","1.03","extraction:llm"
"snow_00228","LiuLLMAgents2026","","Junwei Liu, Chen Xu, Chong Wang, Tong Bai, Weitong Chen, Kaseng Wong, Yiling Lou, Xin Peng","EvoDev: An Iterative Feature-Driven Framework for End-to-End Software Development with LLM-based Agents","2025","","excluded_via_snowball","hash:6259e4ba189e","0.609","extraction:llm;crossref_no_match"
"snow_00229","LiuLLMAgents2026","","Kaibo Liu, Zhenpeng Chen, Yiyang Liu, Jie M. Zhang, Mark Harman, Yudong Han, Yun Ma, Yihong Dong, Ge Li, Gang Huang","LLM-Powered Test Case Generation for Detecting Bugs in Plausible Programs","2025","10.18653/v1/2025.acl-long.20","already_in_corpus","","","extraction:llm"
"snow_00230","LiuLLMAgents2026","","Xiao Liu, Hao Yu, Hanchen Zhang, Yifan Xu, Xuanyu Lei, Hanyu Lai, Yu Gu, Hangliang Ding, Kaiwen Men, Kejuan Yang, Shudan Zhang, Xiang Deng, Aohan Zeng, Zhengxiao Du, Chenhui Zhang, Sheng Shen, Tianjun Zhang, Yu Su, Huan Sun, Minlie Huang, Yuxiao Dong, Jie Tang","AgentBench: Evaluating LLMs as Agents","2024","","excluded_via_snowball","hash:f4511022b66a","0.328","extraction:llm;crossref_no_match"
"snow_00231","LiuLLMAgents2026","","Yue Liu, Sin Kit Lo, Qinghua Lu, Liming Zhu, Dehai Zhao, Xiwei Xu, Stefan Harrer, Jon Whittle","Agent Design Pattern Catalogue: A Collection of Architectural Patterns for Foundation Model based Agents","2025","10.1016/j.jss.2024.112278","excluded_via_snowball","doi:10.1016/j.jss.2024.112278","","extraction:llm"
"snow_00232","LiuLLMAgents2026","","Ye Liu, Yue Xue, Daoyuan Wu, Yuqiang Sun, Yi Li, Miaolei Shi, Yang Liu","PropertyGPT: LLM-driven Formal Verification of Smart Contracts through Retrieval-Augmented Property Generation","2025","10.14722/ndss.2025.241357","excluded_via_snowball","doi:10.14722/ndss.2025.241357","1.03","extraction:llm"
"snow_00233","LiuLLMAgents2026","","Yang Liu, Yuanshun Yao, Jean-Francois Ton, Xiaoying Zhang, Ruocheng Guo, Hao Cheng, Yegor Klochkov, Muhammad Faaiz Taufiq, Hang Li","Trustworthy LLMs: A Survey and Guideline for Evaluating Large Language Models’ Alignment","2023","10.48550/arxiv.2308.05374","excluded_via_snowball","doi:10.48550/arxiv.2308.05374","","extraction:llm"
"snow_00234","LiuLLMAgents2026","","Zhe Liu, Chunyang Chen, Junjie Wang, Xing Che, Yuekai Huang, Jun Hu, Qing Wang","Fill in the Blank: Context-aware Automated Text Input Generation for Mobile GUI Testing","2023","10.1109/icse48619.2023.00119","already_in_corpus","","","extraction:llm"
"snow_00235","LiuLLMAgents2026","","Zhe Liu, Chunyang Chen, Junjie Wang, Mengzhuo Chen, Boyu Wu, Xing Che, Dandan Wang, Qing Wang","Make LLM a Testing Expert: Bringing Human-like Interaction to Mobile GUI Testing via Functionality-aware Decisions","2024","10.1145/3597503.3639180","already_in_corpus","","","extraction:llm"
"snow_00236","LiuLLMAgents2026","","Zhe Liu, Chunyang Chen, Junjie Wang, Mengzhuo Chen, Boyu Wu, Zhilin Tian, Yuekai Huang, Jun Hu, Qing Wang","Testing the Limits: Unusual Text Inputs Generation for Mobile App Crash Detection with Large Language Model","2024","10.1145/3597503.3639118","already_in_corpus","","","extraction:llm"
"snow_00237","LiuLLMAgents2026","","Zhe Liu, Cheng Li, Chunyang Chen, Junjie Wang, Boyu Wu, Yawen Wang, Jun Hu, Qing Wang","Vision-driven Automated Mobile GUI Testing via Multimodal Large Language Model","2024","10.48550/arxiv.2407.03037","excluded_via_snowball","doi:10.48550/arxiv.2407.03037","","extraction:llm"
"snow_00238","LiuLLMAgents2026","","Zhuang Liu, Hanzi Mao, Chao-Yuan Wu, Christoph Feichtenhofer, Trevor Darrell, Saining Xie","A ConvNet for the 2020s","2022","10.1109/cvpr52688.2022.01167","excluded_via_snowball","doi:10.1109/cvpr52688.2022.01167","","extraction:llm"
"snow_00239","LiuLLMAgents2026","","Zijun Liu, Yanzhe Zhang, Peng Li, Yang Liu, Diyi Yang","A Dynamic LLM-Powered Agent Network for Task-Oriented Agent Collaboration","2024","","excluded_via_snowball","hash:9c3724037555","0.538","extraction:llm;crossref_no_match"
"snow_00240","LiuLLMAgents2026","","Vadim Liventsev, Anastasiia Grishina, Aki Härmä, Leon Moonen","Fully Autonomous Programming with Large Language Models","2023","10.1145/3583131.3590481","already_in_corpus","","","extraction:llm"
"snow_00241","LiuLLMAgents2026","","Yiling Lou, Ali Ghanbari, Xia Li, Lingming Zhang, Haotian Zhang, Dan Hao, Lu Zhang","Can Automated Program Repair Refine Fault Localization? A Unified Debugging Approach","2020","10.1145/3395363.3397351","excluded_via_snowball","doi:10.1145/3395363.3397351","","extraction:llm"
"snow_00242","LiuLLMAgents2026","","Anton Lozhkov, Raymond Li, Loubna Ben Allal, Federico Cassano, Joel Lamy-Poirier, Nouamane Tazi, Ao Tang, Dmytro Pykhtar, Jiawei Liu, Yuxiang Wei, Tianyang Liu, Max Tian, Denis Kocetkov, Arthur Zucker, Younes Belkada, Zijian Wang, Qian Liu, Dmitry Abulkhanov, Indraneil Paul, Zhuang Li, Wen-Ding Li, ","StarCoder2 and The Stack v2: The Next Generation","2024","10.48550/arxiv.2402.19173","excluded_via_snowball","doi:10.48550/arxiv.2402.19173","","extraction:llm"
"snow_00243","LiuLLMAgents2026","","Lechanceux Luhunu, Eugene Syriani","Survey on Template-based Code Generation","2017","","excluded_via_snowball","hash:46572d36488f","0.577","extraction:llm;crossref_no_match"
"snow_00244","LiuLLMAgents2026","","Dipeeka Luitel, Shabnam Hassani, Mehrdad Sabetzadeh","Improving Requirements Completeness: Automated Assistance through Large Language Models","2024","10.1007/s00766-024-00416-3","excluded_via_snowball","doi:10.1007/s00766-024-00416-3","","extraction:llm"
"snow_00245","LiuLLMAgents2026","","Stephan Lukasczyk, Gordon Fraser","Pynguin: Automated Unit Test Generation for Python","2022","10.1145/3510454.3516829","excluded_via_snowball","doi:10.1145/3510454.3516829","","extraction:llm"
"snow_00246","LiuLLMAgents2026","","Qinyu Luo, Yining Ye, Shihao Liang, Zhong Zhang, Yujia Qin, Yaxi Lu, Yesai Wu, Xin Cong, Yankai Lin, Yingli Zhang, Xiaoyin Che, Zhiyuan Liu, Maosong Sun","RepoAgent: An LLM-Powered Open-Source Framework for Repository-level Code Documentation Generation","2024","10.18653/v1/2024.emnlp-demo.46","excluded_via_snowball","doi:10.18653/v1/2024.emnlp-demo.46","1.03","extraction:llm"
"snow_00247","LiuLLMAgents2026","","Xianchang Luo, Yinxing Xue, Zhenchang Xing, Jiamou Sun","PRCBERT: Prompt Learning for Requirement Classification using BERT-based Pretrained Language Models","2022","10.1145/3551349.3560417","excluded_via_snowball","doi:10.1145/3551349.3560417","1.03","extraction:llm"
"snow_00248","LiuLLMAgents2026","","Chang Ma, Junlei Zhang, Zhihao Zhu, Cheng Yang, Yujiu Yang, Yaohui Jin, Zhenzhong Lan, Lingpeng Kong, Junxian He","AgentBoard: An Analytical Evaluation Board of Multi-turn LLM Agents","2024","10.52202/079017-2365","excluded_via_snowball","doi:10.52202/079017-2365","1.03","extraction:llm"
"snow_00249","LiuLLMAgents2026","","Lezhi Ma, Shangqing Liu, Yi Li, Xiaofei Xie, Lei Bu","SpecGen: Automated Generation of Formal Program Specifications via Large Language Models","2025","10.1109/icse55347.2025.00129","excluded_via_snowball","doi:10.1109/icse55347.2025.00129","","extraction:llm"
"snow_00250","LiuLLMAgents2026","","Wei Ma, Daoyuan Wu, Yuqiang Sun, Tianwen Wang, Shangqing Liu, Jian Zhang, Yue Xue, Yang Liu","Combining Fine-Tuning and LLM-Based Agents for Intuitive Smart Contract Auditing with Justifications","2025","10.1109/icse55347.2025.00027","excluded_via_snowball","doi:10.1109/icse55347.2025.00027","","extraction:llm"
"snow_00251","LiuLLMAgents2026","","Yingwei Ma, Qingping Yang, Rongyu Cao, Binhua Li, Fei Huang, Yongbin Li","Alibaba Lingma Agent: Improving Automated Issue Resolution via Comprehensive Repository Exploration","2024","10.48550/arxiv.2406.01422","excluded_via_snowball","doi:10.48550/arxiv.2406.01422","","extraction:llm"
"snow_00252","LiuLLMAgents2026|WangAgenticProg2025","","Aman Madaan, Niket Tandon, Prakhar Gupta, Skyler Hallinan, Luyu Gao, Sarah Wiegreffe, Uri Alon, Nouha Dziri, Shrimai Prabhumoye, Yiming Yang, Shashank Gupta, Bodhisattwa Prasad Majumder, Katherine Hermann, Sean Welleck, Amir Yazdanbakhsh, Peter Clark","Self-Refine: Iterative Refinement with Self-Feedback","2023","10.52202/075280-2019","excluded_via_snowball","doi:10.52202/075280-2019","1.03","extraction:llm"
"snow_00253","LiuLLMAgents2026","","Zhenyu Mao, Jialong Li, Dongming Jin, Munan Li, Kenji Tei","Multi-Role Consensus Through LLMs Discussions for Vulnerability Detection","2024","10.1109/qrs-c63300.2024.00173","excluded_via_snowball","doi:10.1109/qrs-c63300.2024.00173","","extraction:llm"
"snow_00254","LiuLLMAgents2026","","Tula Masterman, Sandi Besen, Mason Sawtell, Alex Chao","The Landscape of Emerging AI Agent Architectures for Reasoning, Planning, and Tool Calling: A Survey","2024","10.48550/arxiv.2404.11584","excluded_via_snowball","doi:10.48550/arxiv.2404.11584","","extraction:llm"
"snow_00255","LiuLLMAgents2026","","Antonio Mastropaolo, Simone Scalabrino, Nathan Cooper, David Nader-Palacio, Denys Poshyvanyk, Rocco Oliveto, Gabriele Bavota","Studying the Usage of Text-To-Text Transfer Transformer to Support Code-Related Tasks","2021","10.1109/icse43902.2021.00041","excluded_via_snowball","doi:10.1109/icse43902.2021.00041","","extraction:llm"
"snow_00256","LiuLLMAgents2026","","George Mathew, Amritanshu Agrawal, Tim Menzies","Finding Trends in Software Research","2023","10.1109/tse.2018.2870388","excluded_via_snowball","doi:10.1109/tse.2018.2870388","","extraction:llm"
"snow_00257","LiuLLMAgents2026","","Noble Saji Mathews, Meiyappan Nagappan","Test-Driven Development and LLM-based Code Generation","2024","10.1145/3691620.3695527","already_in_corpus","","","extraction:llm"
"snow_00258","LiuLLMAgents2026","","Sjouke Mauw, Martijn Oostdijk","Foundations of Attack Trees","2005","10.1007/11734727_17","excluded_via_snowball","doi:10.1007/11734727_17","","extraction:llm"
"snow_00259","LiuLLMAgents2026","","Grégoire Mialon, Roberto Dessì, Maria Lomeli, Christoforos Nalmpantis, Ramakanth Pasunuru, Roberta Raileanu, Baptiste Rozière, Timo Schick, Jane Dwivedi-Yu, Asli Celikyilmaz, Edouard Grave, Yann LeCun, Thomas Scialom","Augmented Language Models: A Survey","2023","","excluded_via_snowball","hash:acfa01cf1c90","0.224","extraction:llm;crossref_no_match"
"snow_00260","LiuLLMAgents2026","","Marvin Minsky","Steps Toward Artificial Intelligence","1961","10.1109/jrproc.1961.287775","excluded_via_snowball","doi:10.1109/jrproc.1961.287775","1.03","extraction:llm"
"snow_00261","LiuLLMAgents2026|WangAgenticProg2025","","Fangwen Mu, Lin Shi, Song Wang, Zhuohao Yu, Binquan Zhang, Chen Xue Wang, Shichao Liu, Qing Wang","ClarifyGPT: A Framework for Enhancing LLM-Based Code Generation via Requirements Clarification","2024","10.1145/3660810","excluded_via_snowball","doi:10.1145/3660810","","extraction:llm"
"snow_00262","LiuLLMAgents2026","","Peter Naur, Brian Randell","Software Engineering: Report of a conference sponsored by the NATO Science Committee","1969","","excluded_via_snowball","hash:d8b4ee70750c","0.144","extraction:llm;crossref_no_match"
"snow_00263","LiuLLMAgents2026","","Farhana Nazir, Wasi Haider Butt, Muhammad Waseem Anwar, Muazzam Ali Khan Khattak","The Applications of Natural Language Processing (NLP) for Software Requirement Engineering - A Systematic Literature Review","2017","10.1007/978-981-10-4154-9_56","excluded_via_snowball","doi:10.1007/978-981-10-4154-9_56","1.03","extraction:llm"
"snow_00264","LiuLLMAgents2026","","Christian D. Newman, Tessandra Sage, Michael L. Collard, Hakam W. Alomari, Jonathan I. Maletic","srcSlice: A Tool For Efficient Static Forward Slicing","2016","10.1145/2889160.2889173","excluded_via_snowball","doi:10.1145/2889160.2889173","","extraction:llm"
"snow_00265","LiuLLMAgents2026","","Minh Huynh Nguyen, Thang Phan Chau, Phong X. Nguyen, Nghi D. Q. Bui","AgileCoder: Dynamic Collaborative Agents for Software Development based on Agile Methodology","2025","10.1109/forge66646.2025.00026","excluded_via_snowball","doi:10.1109/forge66646.2025.00026","","extraction:llm"
"snow_00266","LiuLLMAgents2026","","Bashar Nuseibeh, Steve M. Easterbrook","Requirements Engineering: A Roadmap","2000","10.1145/336512.336523","excluded_via_snowball","doi:10.1145/336512.336523","","extraction:llm"
"snow_00267","LiuLLMAgents2026","","Theo X. Olausson, Jeevana Priya Inala, Chenglong Wang, Jianfeng Gao, Armando Solar-Lezama","Is Self-Repair a Silver Bullet for Code Generation?","2024","","already_in_corpus","","0.236","extraction:llm;crossref_no_match"
"snow_00268","LiuLLMAgents2026","","Kaan Ozkara, Tao Yu, Youngsuk Park","Stochastic Rounding for LLM Training: Theory and Practice","2025","10.48550/arxiv.2502.20566","excluded_via_snowball","doi:10.48550/arxiv.2502.20566","","extraction:llm"
"snow_00269","LiuLLMAgents2026","","Kishore Papineni, Salim Roukos, Todd Ward, Wei-Jing Zhu","Bleu: A Method for Automatic Evaluation of Machine Translation","2002","10.3115/1073083.1073135","excluded_via_snowball","doi:10.3115/1073083.1073135","","extraction:llm"
"snow_00270","LiuLLMAgents2026","","Bhargavi Paranjape, Scott M. Lundberg, Sameer Singh, Hannaneh Hajishirzi, Luke Zettlemoyer, Marco Túlio Ribeiro","ART: Automatic Multi-step Reasoning and Tool-use for Large Language Models","2023","10.48550/arxiv.2303.09014","excluded_via_snowball","doi:10.48550/arxiv.2303.09014","","extraction:llm"
"snow_00271","LiuLLMAgents2026","","Terence John Parr, Russell W. Quong","ANTLR: A Predicated- LL(k) Parser Generator","1995","10.1002/spe.4380250705","excluded_via_snowball","doi:10.1002/spe.4380250705","","extraction:llm"
"snow_00272","LiuLLMAgents2026","","Sanyogita Piya, Allison Sullivan","LLM4TDD: Best Practices for Test Driven Development Using Large Language Models","2024","10.1145/3643795.3648382","excluded_via_snowball","doi:10.1145/3643795.3648382","","extraction:llm"
"snow_00273","LiuLLMAgents2026","","Juan Altmayer Pizzorno, Emery D. Berger","SlipCover: Near Zero-Overhead Code Coverage for Python","2023","10.1145/3597926.3598128","excluded_via_snowball","doi:10.1145/3597926.3598128","","extraction:llm"
"snow_00274","LiuLLMAgents2026","","Russell A. Poldrack, Thomas Lu, Gasper Begus","AI-assisted Coding: Experiments with GPT-4","2023","10.48550/arxiv.2304.13187","excluded_via_snowball","doi:10.48550/arxiv.2304.13187","","extraction:llm"
"snow_00275","LiuLLMAgents2026","","Chen Qian, Yufan Dang, Jiahao Li, Wei Liu, Zihao Xie, Yifei Wang, Weize Chen, Cheng Yang, Xin Cong, Xiaoyin Che, Zhiyuan Liu, Maosong Sun","Experiential Co-Learning of Software-Developing Agents","2024","10.18653/v1/2024.acl-long.305","excluded_via_snowball","doi:10.18653/v1/2024.acl-long.305","","extraction:llm"
"snow_00276","LiuLLMAgents2026","","Chen Qian, Jiahao Li, Yufan Dang, Wei Liu, Yifei Wang, Zihao Xie, Weize Chen, Cheng Yang, Yingli Zhang, Zhiyuan Liu, Maosong Sun","Iterative Experience Refinement of Software-Developing Agents","2024","10.48550/arxiv.2405.04219","excluded_via_snowball","doi:10.48550/arxiv.2405.04219","","extraction:llm"
"snow_00277","LiuLLMAgents2026|OtoumAgenticSE2026","","Chen Qian, Wei Liu, Hongzhang Liu, Nuo Chen, Yufan Dang, Jiahao Li, Cheng Yang, Weize Chen, Yusheng Su, Xin Cong, Juyuan Xu, Dahai Li, Zhiyuan Liu, Maosong Sun","ChatDev: Communicative Agents for Software Development","2024","10.18653/v1/2024.acl-long.810","excluded_via_snowball","doi:10.18653/v1/2024.acl-long.810","","extraction:llm"
"snow_00278","LiuLLMAgents2026","","Chen Qian, Zihao Xie, Yifei Wang, Wei Liu, Kunlun Zhu, Hanchen Xia, Yufan Dang, Zhuoyun Du, Weize Chen, Cheng Yang, Zhiyuan Liu, Maosong Sun","Scaling Large Language Model-based Multi-Agent Collaboration","2025","","excluded_via_snowball","hash:0c103cc3e1c5","0.567","extraction:llm;crossref_no_match"
"snow_00279","LiuLLMAgents2026","","Yihao Qin, Shangwen Wang, Yiling Lou, Jinhao Dong, Kaixin Wang, Xiaoling Li, Xiaoguang Mao","SoapFL: A Standard Operating Procedure for LLM-Based Method-Level Fault Localization","2025","10.1109/tse.2025.3543187","already_in_corpus","","","extraction:llm"
"snow_00280","LiuLLMAgents2026","","Aida Radu, Sarah Nadi","A Dataset of Non-functional Bugs","2019","10.1109/msr.2019.00066","excluded_via_snowball","doi:10.1109/msr.2019.00066","","extraction:llm"
