"paper_id","doi","title","venue","scis_rank","safe_filename","status","source","pdf_url","attempts","first_attempt_date","last_attempt_date","retrieved_at","file_size_bytes","notes"
"doi:10.1145/3706598.3713600","10.1145/3706598.3713600","AppAgent: Multimodal Agents as Smartphone Users","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706598.3713600.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2312.13771","2","2026-04-16","2026-04-16","2026-04-16T03:44:44.367346+00:00","3797687","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_3797687bytes"
"doi:10.1145/3706598.3713852","10.1145/3706598.3713852","Exploring Personalized Health Support through Data-Driven, Theory-Guided LLMs: A Case Study in Sleep Health","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706598.3713852.pdf","retrieved","unpaywall","https://arxiv.org/pdf/2502.13920","2","2026-04-16","2026-04-16","2026-04-16T03:44:45.619616+00:00","1880483","unpaywall_ok; download_ok; valid_pdf_1880483bytes"
"doi:10.1145/3706598.3713705","10.1145/3706598.3713705","AI on My Shoulder: Supporting Emotional Labor in Front-Office Roles with an LLM-based Empathetic Coworker","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706598.3713705.pdf","retrieved","existing_on_disk","https://doi.org/10.1145/3706598.3713705","4","2026-04-16","2026-04-16","2026-04-16T08:53:02.628961+00:00","3246355","valid_pdf_3246355bytes"
"doi:10.1145/3706598.3713335","10.1145/3706598.3713335","CodeA11y: Making AI Coding Assistants Useful for Accessible Web Development","Conference on Human Factors in Computing Systems Proceedings","Not found","doi_10.1145_3706598.3713335.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2502.10884.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:43:39.993317+00:00","5065601","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2502.10884; download_ok_url0; valid_pdf_5065601bytes"
"doi:10.1145/3706598.3713989","10.1145/3706598.3713989","Exploring the Impact of Intervention Methods on Developers’ Security Behavior in a Manipulated ChatGPT Study","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706598.3713989.pdf","retrieved","existing_on_disk","https://doi.org/10.1145/3706598.3713989","4","2026-04-16","2026-04-16","2026-04-16T08:53:02.629125+00:00","1475249","valid_pdf_1475249bytes"
"doi:10.1145/3706598.3713581","10.1145/3706598.3713581","Interactive Debugging and Steering of Multi-Agent AI Systems","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706598.3713581.pdf","retrieved","existing_on_disk","https://doi.org/10.1145/3706598.3713581","3","2026-04-16","2026-04-16","2026-04-16T07:22:41.194610+00:00","3442921","valid_pdf_3442921bytes"
"doi:10.1145/3706599.3720193","10.1145/3706599.3720193","Inspo: Writing with Crowds Alongside AI","Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706599.3720193.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2311.16521.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:44:09.712861+00:00","2929276","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2311.16521; download_ok_url0; valid_pdf_2929276bytes"
"doi:10.1145/3706599.3706670","10.1145/3706599.3706670","Examining the Use and Impact of an AI Code Assistant on Developer Productivity and Experience in the Enterprise","Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706599.3706670.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2412.06603.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:44:12.050652+00:00","686162","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2412.06603; download_ok_url0; valid_pdf_686162bytes"
"doi:10.1145/3706598.3714008","10.1145/3706598.3714008","The Impact of Generative AI Coding Assistants on Developers Who Are Visually Impaired","Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems","A*","doi_10.1145_3706598.3714008.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2503.16491.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:44:34.097541+00:00","1839680","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2503.16491; download_ok_url0; valid_pdf_1839680bytes"
"doi:10.1609/aaai.v39i27.35063","10.1609/aaai.v39i27.35063","Trustworthy and Practical AI for Healthcare: A Guided Deferral System with Large Language Models","Proceedings of the Aaai Conference on Artificial Intelligence","Not found","doi_10.1609_aaai.v39i27.35063.pdf","retrieved","unpaywall","https://ojs.aaai.org/index.php/AAAI/article/download/35063/37218","3","2026-04-16","2026-04-16","2026-04-16T06:33:42.267743+00:00","602157","unpaywall_ok; download_ok_url0; valid_pdf_602157bytes"
"doi:10.1145/3716640.3716657","10.1145/3716640.3716657","Analyzing LLM Usage in an Advanced Computing Class in India","Ace 2025 Proceedings of the 27th Australasian Computing Education Conference Held in Conjunction with Australasian Computer Science Week","Not found","doi_10.1145_3716640.3716657.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2404.04603.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:44:54.189110+00:00","188292","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2404.04603; download_ok_url0; valid_pdf_188292bytes"
"doi:10.1145/3716640.3716656","10.1145/3716640.3716656","Achievement Goals in CS1-LLM","Ace 2025 Proceedings of the 27th Australasian Computing Education Conference Held in Conjunction with Australasian Computer Science Week","Not found","doi_10.1145_3716640.3716656.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3716640.3716656","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/electronics14071463","10.3390/electronics14071463","Harnessing Large Language Models for Automated Software Testing: A Leap Towards Scalable Test Case Generation","Electronics Switzerland","Not found","doi_10.3390_electronics14071463.pdf","failed","unpaywall","https://www.mdpi.com/2079-9292/14/7/1463/pdf?version=1743762295","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.29207/resti.v9i2.6012","10.29207/resti.v9i2.6012","Implementation of Generative Language Models in Cyber Exercise Secure Coding Using Prompt Engineering","Jurnal Resti","Not found","doi_10.29207_resti.v9i2.6012.pdf","failed","unpaywall","https://jurnal.iaii.or.id/index.php/RESTI/article/download/6012/1044","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/s25072024","10.3390/s25072024","Towards AI-Powered Applications: The Development of a Personalised LLM for HRI and HCI","Sensors","Not found","doi_10.3390_s25072024.pdf","failed","unpaywall","https://www.mdpi.com/1424-8220/25/7/2024/pdf?version=1742809797","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.51983/ijiss-2025.ijiss.15.2.46","10.51983/ijiss-2025.IJISS.15.2.46","Low-Code Development Enhancement Integrating Large Language Models for Intelligent Code Assistance in Oracle APEX","Indian Journal of Information Sources and Services","Not found","doi_10.51983_ijiss-2025.ijiss.15.2.46.pdf","retrieved","unpaywall","https://ojs.trp.org.in/index.php/ijiss/article/download/5059/7787","2","2026-04-16","2026-04-16","2026-04-16T03:46:07.644396+00:00","672224","unpaywall_ok; download_ok; valid_pdf_672224bytes"
"doi:10.1145/3708557.3716341","10.1145/3708557.3716341","Leveraging Large Language Models for Usability Testing: a Preliminary Study","International Conference on Intelligent User Interfaces Proceedings IUI","A","doi_10.1145_3708557.3716341.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3708359.3712119","10.1145/3708359.3712119","A Framework for Efficient Development and Debugging of Role-Playing Agents with Large Language Models","Proceedings of the 30th International Conference on Intelligent User Interfaces","Not found","doi_10.1145_3708359.3712119.pdf","retrieved","existing_on_disk","","3","2026-04-16","2026-04-16","2026-04-16T07:22:41.195158+00:00","8120541","valid_pdf_8120541bytes"
"doi:10.1145/3708359.3712085","10.1145/3708359.3712085","Gensors: Authoring Personalized Visual Sensors with Multimodal Foundation Models and Reasoning","International Conference on Intelligent User Interfaces Proceedings IUI","A","doi_10.1145_3708359.3712085.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2501.15727","2","2026-04-16","2026-04-16","2026-04-16T03:46:18.738969+00:00","6518258","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_6518258bytes"
"doi:10.1145/3704137.3704182","10.1145/3704137.3704182","Metrics of Success: Evaluating User Satisfaction in AI Chatbots","Icaai 2024 Conference Proceedings of the 2024 8th International Conference on Advances in Artificial Intelligence","Not found","doi_10.1145_3704137.3704182.pdf","failed","unpaywall","https://doi.org/10.1145/3704137.3704182","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1177/15553434241303577","10.1177/15553434241303577","Mitigative Strategies for Recovering From Large Language Model Trust Violations","Journal of Cognitive Engineering and Decision Making","Not found","doi_10.1177_15553434241303577.pdf","failed","unpaywall","https://www.osti.gov/biblio/2479660","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1007/s10664-024-10594-x","10.1007/s10664-024-10594-x","Explainable automated debugging via large language model-driven scientific debugging","Empirical Software Engineering","A*","doi_10.1007_s10664-024-10594-x.pdf","retrieved","unpaywall","https://link.springer.com/content/pdf/10.1007/s10664-024-10594-x.pdf","2","2026-04-16","2026-04-16","2026-04-16T03:46:36.633607+00:00","2243819","unpaywall_ok; download_ok; valid_pdf_2243819bytes"
"doi:10.9781/ijimai.2025.09.005","10.9781/ijimai.2025.09.005","Blending Language Models and Domain-Specific Languages in Computer Science Education. A Case Study on API RESTFul","International Journal of Interactive Multimedia and Artificial Intelligence","Not found","doi_10.9781_ijimai.2025.09.005.pdf","retrieved","unpaywall","https://revistas.unir.net/index.php/ijimai/article/download/890/930","3","2026-04-16","2026-04-16","2026-04-16T06:35:33.784619+00:00","5997760","unpaywall_ok; download_ok_url0; valid_pdf_5997760bytes"
"doi:10.1145/3641554.3701841","10.1145/3641554.3701841","Enhancing Accessibility in Software Engineering Projects with Large Language Models (LLMs)","SIGCSE TS 2025 Proceedings of the 56th ACM Technical Symposium on Computer Science Education","Not found","doi_10.1145_3641554.3701841.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3641554.3701800","10.1145/3641554.3701800","Students’ Use of GitHub Copilot for Working with Large Code Bases","SIGCSE TS 2025 Proceedings of the 56th ACM Technical Symposium on Computer Science Education","Not found","doi_10.1145_3641554.3701800.pdf","failed","unpaywall","https://doi.org/10.1145/3641554.3701800","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3641554.3701913","10.1145/3641554.3701913","Design and Evaluation of an AI-Assisted Grading Tool for Introductory Programming Assignments: An Experience Report","SIGCSE TS 2025 Proceedings of the 56th ACM Technical Symposium on Computer Science Education","Not found","doi_10.1145_3641554.3701913.pdf","failed","unpaywall","https://doi.org/10.1145/3641554.3701913","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1115/1.4067318","10.1115/1.4067318","Understanding the Impact of Applying Large Language Model in Engineering Design Education","Journal of Computing and Information Science in Engineering","Not found","doi_10.1115_1.4067318.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/educsci15020156","10.3390/educsci15020156","Engineered Prompts in ChatGPT for Educational Assessment in Software Engineering and Computer Science","Education Sciences","Not found","doi_10.3390_educsci15020156.pdf","failed","unpaywall","https://www.mdpi.com/2227-7102/15/2/156/pdf?version=1737895908","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3697010","10.1145/3697010","An Empirical Study of the Non-Determinism of ChatGPT in Code Generation","ACM Trans. Softw. Eng. Methodol.","A*","doi_10.1145_3697010.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2308.02828.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:47:40.179409+00:00","1209832","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2308.02828; download_ok_url0; valid_pdf_1209832bytes"
"doi:10.24251/hicss.2025.883","10.24251/hicss.2025.883","Generative AI and Developer Workflows: How GitHub Copilot and ChatGPT Influence Solo and Pair Programming","Proceedings of the Annual Hawaii International Conference on System Sciences","Not found","doi_10.24251_hicss.2025.883.pdf","retrieved","unpaywall","https://scholarspace.manoa.hawaii.edu/bitstreams/4f29b0c8-06ac-4d5d-9fa0-52eb93321eb2/download","2","2026-04-16","2026-04-16","2026-04-16T03:47:16.552500+00:00","684916","unpaywall_ok; download_ok; valid_pdf_684916bytes"
"doi:10.1109/ase63991.2025.00031","10.1109/ASE63991.2025.00031","Do LLMs Generate Useful Test Oracles? An Empirical Study with an Unbiased Dataset","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00031.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/exp.at2565440.2025.11347115","10.1109/exp.at2565440.2025.11347115","AI-Driven Tool Supporting Algorithmic Thinking in Programming Education","Proceedings of the 2025 7th Experiment at International Conference Exp at 2025","Not found","doi_10.1109_exp.at2565440.2025.11347115.pdf","failed","unpaywall","http://urn.kb.se/resolve?urn=urn:nbn:se:bth-29293","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.14778/3750601.3750610","10.14778/3750601.3750610","SiriusBI: A Comprehensive LLM-Powered Solution for Data Analytics in Business Intelligence","Proceedings of the VLDB Endowment","A*","doi_10.14778_3750601.3750610.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2411.06102.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:47:59.095008+00:00","2455185","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2411.06102; download_ok_url0; valid_pdf_2455185bytes"
"doi:10.1109/ase63991.2025.00046","10.1109/ASE63991.2025.00046","Comprehend, Imitate, and then Update: Unleashing the Power of LLMs in Test Suite Evolution","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00046.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.14453/aabfj.v19i1.06","10.14453/aabfj.v19i1.06","Integrating ChatGPT into Software Development: Valuating Acceptance and Utilisation Among Developers","Australasian Accounting Business and Finance Journal","Not found","doi_10.14453_aabfj.v19i1.06.pdf","failed","unpaywall","https://doi.org/10.14453/aabfj.v19i1.06","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_ok; download_failed_all_4_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1080/14703297.2025.2563022","10.1080/14703297.2025.2563022","Metacognitive strategy patterns in AI-assisted programming: Differences across programming resilience levels","Innovations in Education and Teaching International","Not found","doi_10.1080_14703297.2025.2563022.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase63991.2025.00022","10.1109/ASE63991.2025.00022","An Empirical Study of Knowledge Transfer in AI Pair Programming","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00022.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase63991.2025.00315","10.1109/ASE63991.2025.00315","SGCR: A Specification-Grounded Framework for Trustworthy LLM Code Review","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00315.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2512.17540.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:48:47.571945+00:00","476800","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2512.17540; download_ok_url0; valid_pdf_476800bytes"
"doi:10.1109/icse-nier66352.2025.00021","10.1109/ICSE-NIER66352.2025.00021","Automatically Generating Content for Testing Autonomous Vehicles from User Descriptions","Proceedings International Conference on Software Engineering","Not found","doi_10.1109_icse-nier66352.2025.00021.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/cdma61895.2025.00017","10.1109/CDMA61895.2025.00017","Evaluating LLMs for Arabic Code Summarization: Challenges and Insights from GPT-4","Proceedings 2025 8th International Conference on Data Science and Machine Learning Applications Cdma 2025","Not found","doi_10.1109_cdma61895.2025.00017.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.compeleceng.2024.109882","10.1016/j.compeleceng.2024.109882","MarvelHideDroid: Reliable on-the-fly data anonymization based on Android virtualization","Computers and Electrical Engineering","Not found","doi_10.1016_j.compeleceng.2024.109882.pdf","failed","unpaywall","https://doi.org/10.1016/j.compeleceng.2024.109882","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/iaict65714.2025.11101520","10.1109/IAICT65714.2025.11101520","Disrupting Test Development with AI Assistants","Proceedings of the 2025 IEEE International Conference on Industry 4 0 Artificial Intelligence and Communications Technology Iaict 2025","Not found","doi_10.1109_iaict65714.2025.11101520.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2411.02328.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:49:15.606257+00:00","439316","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2411.02328; download_ok_url0; valid_pdf_439316bytes"
"doi:10.7764/ric.00164.21","10.7764/RIC.00164.21","Chat as front end, structured data as output: A whatsappnative AI agent for the AEC industry","Revista Ingenieria De Construccion","Not found","doi_10.7764_ric.00164.21.pdf","retrieved","unpaywall","https://revistaingenieriaconstruccion.uc.cl/index.php/ric/article/download/96670/73072","2","2026-04-16","2026-04-16","2026-04-16T03:48:07.831871+00:00","1182803","unpaywall_ok; download_ok; valid_pdf_1182803bytes"
"doi:10.5220/0013294700003929","10.5220/0013294700003929","The Impact of AI Tools on Software Development: A Case Study with GitHub Copilot and Other AI Assistants","International Conference on Enterprise Information Systems Iceis Proceedings","Not found","doi_10.5220_0013294700003929.pdf","failed","unpaywall","https://doi.org/10.5220/0013294700003929","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/isec64801.2025.11147378","10.1109/ISEC64801.2025.11147378","STEM with Generative AI: Fundamentals of Data Warehousing","2025 15th IEEE Integrated Stem Education Conference Isec 2025","Not found","doi_10.1109_isec64801.2025.11147378.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1115/detc2025-164061","10.1115/DETC2025-164061","AN EXPLAINABLE ARTIFICIAL INTELLIGENCE FRAMEWORK FOR LEVERAGING LARGE LANGUAGE MODELS IN EARLY-STAGE PRODUCT DESIGN","Proceedings of the ASME Design Engineering Technical Conference","Not found","doi_10.1115_detc2025-164061.pdf","failed","unpaywall","https://doi.org/10.1115/detc2025-164061","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icse-seip66354.2025.00020","10.1109/ICSE-SEIP66354.2025.00020","Automating ML Model Development at Scale","IEEE ACM International Conference on Software Engineering Software Engineering in Practice","Not found","doi_10.1109_icse-seip66354.2025.00020.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase63991.2025.00275","10.1109/ASE63991.2025.00275","Multi-Modal Requirements Data-based Acceptance Criteria Generation using LLMs","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00275.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2508.06888.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:50:04.292708+00:00","794356","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2508.06888; download_ok_url0; valid_pdf_794356bytes"
"doi:10.1109/icst62969.2025.10989020","10.1109/ICST62969.2025.10989020","Improving the Readability of Automatically Generated Tests Using Large Language Models","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","doi_10.1109_icst62969.2025.10989020.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2412.18843.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:50:08.193781+00:00","542918","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2412.18843; download_ok_url0; valid_pdf_542918bytes"
"doi:10.1109/vl-hcc65237.2025.00034","10.1109/VL-HCC65237.2025.00034","Exploring the Challenges and Opportunities of AI-assisted Codebase Generation","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","doi_10.1109_vl-hcc65237.2025.00034.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2508.07966.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:50:12.541786+00:00","1205167","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2508.07966; download_ok_url0; valid_pdf_1205167bytes"
"doi:10.5220/0013379200003890","10.5220/0013379200003890","A Study on Vulnerability Explanation Using Large Language Models","International Conference on Agents and Artificial Intelligence","Not found","doi_10.5220_0013379200003890.pdf","failed","unpaywall","https://doi.org/10.5220/0013379200003890","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1002/spe.3360","10.1002/spe.3360","Large language model ChatGPT versus small deep learning models for self-admitted technical debt detection: Why not together?","Software Practice and Experience","B","doi_10.1002_spe.3360.pdf","failed","unpaywall","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.3360","5","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_rate_limited; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/re63999.2025.00043","10.1109/RE63999.2025.00043","LLM-Assisted Requirements Engineering in Agile MDD: Industry Insights and Validation","Proceedings of the IEEE International Conference on Requirements Engineering","Not found","doi_10.1109_re63999.2025.00043.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/bibm66473.2025.11356150","10.1109/BIBM66473.2025.11356150","Evaluating the Effectiveness of Large Language Models in Solving Simple Programming Tasks: A User-Centered Study","Proceedings 2025 IEEE International Conference on Bioinformatics and Biomedicine Bibm 2025","Not found","doi_10.1109_bibm66473.2025.11356150.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase63991.2025.00009","10.1109/ASE63991.2025.00009","AlertGuardian: Intelligent Alert Life-Cycle Management for Large-scale Cloud Systems","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00009.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2601.14912.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:50:48.138278+00:00","3388367","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2601.14912; download_ok_url0; valid_pdf_3388367bytes"
"doi:10.1109/iros60139.2025.11247291","10.1109/IROS60139.2025.11247291","Industry 6.0: New Generation of Industry driven by Generative AI and Swarm of Heterogeneous Robots","IEEE International Conference on Intelligent Robots and Systems","Not found","doi_10.1109_iros60139.2025.11247291.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icsme64153.2025.00068","10.1109/ICSME64153.2025.00068","AI Mentor System: Building a Technical Debt Dashboard for Low Code","Proceedings 2025 IEEE International Conference on Software Maintenance and Evolution Icsme 2025","Not found","doi_10.1109_icsme64153.2025.00068.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icodse68111.2025.11351607","10.1109/ICoDSE68111.2025.11351607","Generative AI for Software Project Management: Towards Adaptive, Personalized, and Project-Centered Learning","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","doi_10.1109_icodse68111.2025.11351607.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/weef-gedc66748.2025.11256481","10.1109/WEEF-GEDC66748.2025.11256481","Tool or Toy? Student Views on ChatGPT in Culturally Responsive Computing Education: A Preliminary Study","Weef Gedc 2025 World Engineering Education Forum Global Engineering Deans Council Annual Conference in Conjunction with the Ksee Annual Conference 2025 Engineering Education We Need Conference Proceedings","Not found","doi_10.1109_weef-gedc66748.2025.11256481.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
