"paper_id","capability_id","evidence"
"doi:10.1109/cdma61895.2025.00017","CAP_CODESUM","Recently, Large Language Models (LLMs) like GPT-4 have significantly advanced software engineering tasks such as code summarization. [...] In this study, we evaluate the ability of GPT-4 to generate accurate Arabic comments."
"doi:10.1109/cdma61895.2025.00017","CAP_DOCGEN","While code summarization and commenting are essential for maintaining code quality and facilitating communication among developers, writing comments manually is time-consuming. Although several studies have proposed and evaluated deep learning-based approaches and LLMs to automate comment generation..."
"doi:10.14778/3750601.3750610","CAP_CODEGEN","The SQL Generation module dynamically selects between one-step (fine-tuning based) and two-step (semantic intermediate representation based) processing paradigms"
"doi:10.14778/3750601.3750610","CAP_MULTIAGENT","SiriusBI integrates a Data Insight module that interprets query results through a multi-agent workflow based on the FunctionCall [35] and ReAct [85] mechanism"
"doi:10.14778/3750601.3750610","CAP_PLANNING","the Planner Agent analyzes user queries, SQL results, and domain knowledge to decompose tasks into subtasks and issue instructions"
"doi:10.1109/ase63991.2025.00275","CAP_REQENG","This paper introduces RAGcceptance_M2RE, an innovative approach for automating the generation of ACs from multi-modal requirements information."
"doi:10.1109/ase63991.2025.00275","CAP_TESTING","At the core of acceptance testing are acceptance criteria, which serve as the principal test specifications for acceptance testing."
"doi:10.1109/re63999.2025.00043","CAP_REQENG","We validate the generated output for three of such use cases: generation of user stories, of acceptance criteria"
"doi:10.1109/re63999.2025.00043","CAP_SYSDESIGN","and of data models. The generation of the data model was rated less positively than the other use cases."
"doi:10.1109/vl-hcc65237.2025.00034","CAP_CODEGEN","CBAs create and edit entire codebases using only natural language prompts [5]."
"doi:10.1109/vl-hcc65237.2025.00034","CAP_PLANNING","Some agents, such as GPT-Engineer and GitHub Workspace, explicitly share their plans with users prior to code generation."
"doi:10.1109/vl-hcc65237.2025.00034","CAP_SELFREFLECT","Tools like Cursor and Devin implement iterative self-verification cycles in which the agent examines its own output, identifies errors, and revises the code accordingly"
"doi:10.1109/icsme64153.2025.00068","CAP_CODEREVIEW","OutSystems guides developers through the AI Mentor System (AIMS), a centralized platform to monitor code quality... focus primarily on two patterns: duplicated code and missing descriptions."
"doi:10.1109/icsme64153.2025.00068","CAP_REFACTORING","For instance, the usefulness of a pattern is determined not only by its correct detection, as it can have an unclear path (or be time-consuming) for refactoring."
"doi:10.1109/icodse68111.2025.11351607","CAP_DOCGEN","ChatGPT-4 was applied to automate project documentation"
"doi:10.1109/icodse68111.2025.11351607","CAP_PLANNING","Software Project Management (SPM) poses unique pedagogical challenges, as it requires students to master both theoretical concepts and practical skills such as planning"
"doi:10.1109/gaclm67198.2025.11232354","CAP_TESTING","automatically generate executable test code based on requirements."
"doi:10.1109/gaclm67198.2025.11232354","CAP_CODEGEN","generate executable test code based on requirements."
"doi:10.1109/ase63991.2025.00009","CAP_DEBUGGING","AlertGuardian generates concise yet actionable alert summaries (e.g., fault explanations, localization, and resolutions), accelerating root cause analysis for SREs."
"doi:10.1109/ase63991.2025.00009","CAP_MULTIAGENT","AlertGuardian introduces a multi-agent workflow to refine alert rules, executed every large time window... Agents collaborate in a pipeline without a central orchestrator"
"doi:10.1109/ase63991.2025.00009","CAP_SELFREFLECT","Iterative Feedback Loop. The Detect Agent, Rule Agent, and Review Agent form a feedback loop to iteratively refine alert rules until they meet precise stopping conditions... If validation fails, the Review Agent triggers iterative refinement."
"doi:10.1117/12.3049666","CAP_CODEGEN","The paper assesses the capability of ChatGPT to correctly generate code for straightforward quantum circuits using frameworks like Qiskit and Strawberry Fields."
"doi:10.1109/asew67777.2025.00049","CAP_CODECOMP","The paper focuses on code auto-completion systems and optimizes when to present context-aware suggestions generated by LLMs to developers."
"doi:10.1109/asew67777.2025.00011","CAP_CODESUM","an LLM-based explanation generator that uses this context to produce high-level, purpose-driven explanations of code"
"doi:10.1109/asew67777.2025.00011","CAP_SELFREFLECT","The third component includes an LLM-as-a-Judge (LaaJ) validator that we developed in order to filter out insights that may be of low quality (for example because they contain hallucinations)."
"doi:10.1109/vl-hcc65237.2025.00045","CAP_DEBUGGING","In a formative evaluation with 14 programmers involved in two debugging tasks, we found that those using Co-Advisor to receive context-related feedback alongside expert strategies were significantly more successful"
"doi:10.1109/fie63693.2025.11328650","CAP_REFACTORING","Students reported that LLMs did a solid job at localized tasks—things like variable renaming, extracting helper functions, and cleaning up indentation or formatting."
"doi:10.1109/icst62969.2025.10989020","CAP_TESTING","In particular, we propose to use LLMs to improve the readability of Evosuite tests."
"doi:10.1109/icst62969.2025.10989020","CAP_REFACTORING","we focus instead on identifiers and test names, as previous studies in the literature suggest that these have a large influence on the test’s readability"
"doi:10.1109/ase63991.2025.00250","CAP_TESTING","CLAST produces a set of refined tests that retain the original effectiveness while improving semantic expressiveness through clearer comments and identifiers... enhancing ICL techniques for unit test generation by taking refined tests as in-context examples."
"doi:10.1109/ase63991.2025.00312","CAP_CODEREVIEW","In total, the LLM reviewer generated 1,256 and 702 comments for open source and Atlassian internal projects, respectively. Note that the total number of generated comments are higher than the total number of human-written comments because the LLM reviewer autonomously generates comments for the pull-request."
"doi:10.1109/vl-hcc65237.2025.00013","CAP_CODESUM","integrates fine-grained subgoal labels, captured web-foraging activity, and LLM-generated narrative summaries directly with code in the IDE"
"doi:10.1109/iemcon67450.2025.11381148","CAP_SYSDESIGN","detects architectural issues in real time and supports teams in designing more resilient systems"
"doi:10.1109/iemcon67450.2025.11381148","CAP_CODEREVIEW","analyze codebases and UML diagrams, pinpointing structural risks as they emerge"
"doi:10.1109/iemcon67450.2025.11381148","CAP_REFACTORING","RefactorGuide Assistant (enhanced by SHAP and LIME) for actionable recommendations"
"doi:10.1109/saner64311.2025.00070","CAP_CODEREVIEW","Code refinement is a part of the code review process. Once contributors submit their code changes (C1) to be reviewed, reviewers often include comments (R) to suggest updates"
"doi:10.1109/saner64311.2025.00070","CAP_REFACTORING","models tend to be more successful in finding the exact solution (EM-T) in code refactoring tasks and changes that require modifying existing code features."
"doi:10.1109/saner64311.2025.00024","CAP_CODEGEN","Addresses practitioners' challenges in generating Solidity smart contracts from natural language requirements within the AstraKode Blockchain no-code platform."
"doi:10.1109/fmec65595.2025.11119365","CAP_CICD","The integration of a Large Language Models (LLMs) into Continuous Integration (CI) pipelines greatly enhances the efficiency of the software development process."
"doi:10.1109/fmec65595.2025.11119365","CAP_CODEREVIEW","Automating Code Review and Deployment with LLMs... enforcing coding standards"
"doi:10.1109/fmec65595.2025.11119365","CAP_DEBUGGING","These models help in identifying bugs"
"doi:10.1109/fmec65595.2025.11119365","CAP_TESTING","These models help in... writing unit tests"
"doi:10.1109/icse-seip66354.2025.00043","CAP_CODEREVIEW","CodeReviewBot utilizes the GPT-4-32K Model to provide automatic code review comments for each pull request. The tool complements the code review process"
"doi:10.1109/icse-seip66354.2025.00043","CAP_DEBUGGING","The survey showed that early identification of bugs is an advantage of the automated code review. One respondent in the general opinion survey said, ""It makes finding code defects more easy."""
"doi:10.1109/icst62969.2025.10988984","CAP_TESTING","We present a novel solution and a demonstrator, integrated into Scout, which leverages large language models (LLMs) to enrich the model-based test case representation by automatically labeling and describing states and describing transitions."
"doi:10.1109/tse.2025.3621462","CAP_CODEREVIEW","Hydra-Reviewer, a collaborative multi-agent framework powered by large language models, designed to automatically generate high-quality code reviews."
"doi:10.1109/tse.2025.3621462","CAP_MULTIAGENT","introduce Hydra-Reviewer, a collaborative multi-agent framework powered by large language models, designed to automatically generate high-quality code reviews."
"doi:10.1109/icarc64760.2025.10963005","CAP_CODEGEN","evaluates the capabilities of Large Language Models (LLMs) in generating CRUD applications using Python Flask framework"
"doi:10.1109/icarc64760.2025.10963005","CAP_SYSDESIGN","focusing on code quality, security, and UI design... generated interfaces were functionally complete"
"doi:10.1109/ase63991.2025.00223","CAP_TESTING","PALM combines program analysis with LLMs to generate high-coverage unit tests by decomposing the task into specific conditional paths."
"doi:10.1109/ase63991.2025.00223","CAP_SELFREFLECT","PALM employs an iterative process to guide the model in generating test cases and uses provided error information to suggest fixes for tests that fail to compile."
"doi:10.1109/cascon66301.2025.00068","CAP_REFACTORING","Our approach involves text mining 715 refactoring-related interactions from 29,778 ChatGPT prompts and responses, as well as the analysis of developers’ explicit refactoring intentions."
"doi:10.1109/cascon66301.2025.00068","CAP_TESTING","Our analysis of these responses shows that ChatGPT suggests implementing unit tests prior to refactoring to ensure the code remains intact. It also recommends following the red-green-refactor methodology."
"doi:10.1109/cascon66301.2025.00068","CAP_DOCGEN","ChatGPT ultimately requests clear documentation of feature-related, bug fix-related, and clean up tasks to enhance understanding of the rationale behind submitted refactoring requests."
"doi:10.1109/fie63693.2025.11328137","CAP_CODEGEN","access to an AI chatbot (OpenAI ChatGPT 3.5) for natural language assistance and code snippets"
"doi:10.1016/j.jss.2024.112204","CAP_CODEGEN","The goal of GitHub Copilot is to provide advanced code autocompletion and generation capabilities to developers, effectively acting as an “AI pair programmer”"
"doi:10.1016/j.jss.2024.112204","CAP_CODECOMP","The goal of GitHub Copilot is to provide advanced code autocompletion and generation capabilities to developers, effectively acting as an “AI pair programmer”"
"doi:10.1109/icst62969.2025.10988981","CAP_TESTING","validated this approach empirically on three test suites affected by asynchronous waiting issues... compared our approach with SleepReplacer"
"doi:10.1109/icse55347.2025.00060","CAP_CODEREVIEW","The second, named automated code review (ACR), provides reviewers with a review automatically generated by ChatGPT Plus [24], which they can use as a starting point for their final reviews"
"doi:10.1109/isec64801.2025.11147402","CAP_CODEGEN","How effectively can Cursor assist a novice in overcoming the challenges of constructing a complex app from scratch?"
"doi:10.1109/isec64801.2025.11147402","CAP_DEBUGGING","Cursor enables the programmer to rapidly pass error messages to the AI, allowing it to correct mistakes."
"doi:10.1109/icodse68111.2025.11351772","CAP_REQENG","leveraging LLaMA to reverse-engineer requirements from schemas, API payloads, and partial tests"
"doi:10.1109/icodse68111.2025.11351772","CAP_TESTING","automatically generate Gherkin feature files with corresponding step definitions"
"doi:10.1109/icodse68111.2025.11351772","CAP_CODEGEN","generate Gherkin feature files with corresponding step definitions"
"doi:10.1109/access.2025.3581139","CAP_CODEREVIEW","The system features a Code Review Module (CRM) that reduces token usage via a Review Necessity Chain (RNC)"
"doi:10.1109/access.2025.3581139","CAP_TESTING","Code Correctness Check Module (CCM) combining test case validation with LLM-based assessment."
"doi:10.1109/tai.2023.3318183","CAP_TESTING","M1 (Synthetic data generation): ChatGPT can generate synthetic data for software testing, which can save time and resources in SE research."
"doi:10.1109/tai.2023.3318183","CAP_REQENG","M4 (Generate requirements description): ChatGPT can generate natural language descriptions of software requirements, making it easier for stakeholders to understand the software system."
"doi:10.1109/tai.2023.3318183","CAP_DOCGEN","M5 (Documentation generation improvement): ChatGPT can be used to generate code comments and documentation, which can improve software quality and maintainability."
"doi:10.1109/tai.2023.3318183","CAP_CODEGEN","M8 (Automated code generation): ChatGPT can help in automated software code generation, making it easier to build software systems and reducing the potential for human errors."
"doi:10.1109/tai.2023.3318183","CAP_DEBUGGING","M11 (Performance explanation): ChatGPT can generate natural language explanations of software performance issues, making it easier for developers to diagnose and fix software bugs."
"doi:10.1109/qrs-c65679.2025.00063","CAP_DEBUGGING","we present a comprehensive empirical evaluation of statement-level fault localisation capabilities across multiple LLM architectures"
"doi:10.1109/icsme64153.2025.00083","CAP_CODEGEN","evaluates the impact of four prompting strategies (i.e., Zero-Shot, Few-Shot, Chain-of-Thought, and Chain-of-Thought-Few-Shot) on GPT and Llama3 in generating class-level code."
"doi:10.48009/1_iis_134","CAP_CODEGEN","Students frequently use these tools for writing code, though they often struggle to 'Combine AI code with personal code' efficiently, resulting in copying AI output wholesale."
"doi:10.48009/1_iis_134","CAP_TESTING","Survey items evaluated 'Run AI-generated code to check it works' and 'Test AI suggestions before using', revealing significant gaps in systematic test execution among students."
"doi:10.48009/1_iis_134","CAP_DEBUGGING","Tools were assessed on students' propensity to 'Look for errors in AI suggestions', demonstrating deficits in debugging and verification workflows."
"doi:10.48009/1_iis_134","CAP_SELFREFLECT","The study measured iterative refinement capability through 'Rewrite question when AI answer is unhelpful', showing high-complexity task users demonstrate higher persistence to re-prompt and iteratively adjust queries."
"doi:10.1109/icse-seip66354.2025.00031","CAP_REQENG","Accurate identification and classification of Non-Functional Requirements (NFRs) is essential for informed architectural decision-making and maintaining software quality... In this paper, we present NICE, a tool for NFR Identification, Classification, and Explanation."
"doi:10.1109/icodse68111.2025.11351822","CAP_CODEGEN","This study explores ChatGPT's ability to generate a PHP based CRUD (Create, Read, Update, Delete) application"
"doi:10.1109/icse-seip66354.2025.00042","CAP_TESTING","We describe a generic pipeline that incorporates static analysis to guide LLMs in generating compilable and high-coverage test cases."
"doi:10.1109/ast66626.2025.00007","CAP_TESTING","Generates executable acceptance tests for web applications through a two-step process: generating Gherkin scenarios from user stories, and converting them into Cypress test scripts."
"doi:10.1109/ast66626.2025.00007","CAP_REQENG","The AutoUAT tool helps product owners identify missing acceptance criteria, refine design and UX, and think about error scenarios previously unconsidered."
"doi:10.1109/cste64638.2025.11092128","CAP_DOCGEN","designed a code comment generation process for C language code based on Prompt Engineering"
"doi:10.1109/cste64638.2025.11092128","CAP_DEBUGGING","applied to parse comments for erroneous code, assisting developers in quickly locating and fixing problems"
"doi:10.1109/tse.2025.3543187","CAP_DEBUGGING","The evaluation on the widely used Defects4J-V1.2.0 benchmark shows that SoapFL can localize 175 out of 395 bugs within Top-1..."
"doi:10.1109/chase66643.2025.00016","CAP_CODEREVIEW","To generate ChatGPT reviews, we used this prompt: “You are an expert of [the programming language]. Provide a thorough review of the attached code.”"
"doi:10.1049/icp.2025.3640","CAP_REQENG","In response, the LLM identified inefficiencies and bottlenecks in the workflow, annotating the diagram with comments... The model then generated a revised, optimized process diagram (Figure 3C) that addressed the previously highlighted issues."
"doi:10.1049/icp.2025.3640","CAP_DOCGEN","This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor and converts it incrementally and interactively into standards-compliant Business Process Model and Notation (BPMN) 2.0 diagrams."
"doi:10.24251/hicss.2025.896","CAP_SYSDESIGN","Thus, LCPs enable organizations to foster participation in designing IT solutions among non-IT professionals, who can contribute to the design without extensive technical skills."
"doi:10.24251/hicss.2025.896","CAP_CODEGEN","The functionality layer enables one to construct workflows using a drag-and-drop interface, automate email notifications, use pre-designed user interface templates..."
"doi:10.1109/esem64174.2025.00054","CAP_CODEREVIEW","Review Comment Generators (RCGs) are models trained to automate code review tasks. Prior work shows that RCGs can generate review comments to initiate discussion threads"
"doi:10.1109/ase63991.2025.00182","CAP_TESTING","automatically generate assertion-based test oracles for non-crashing, functional failures"
"doi:10.1109/ase63991.2025.00182","CAP_DEBUGGING","generate FBOs that successfully identify the failure (and hence can confirm its absence)"
"doi:10.1109/llm4code66737.2025.00019","CAP_CODEGEN","generated 730 code snippets (172 tests and 558 functionality implementations) using CoPilot and ChatGPT"
"doi:10.1109/llm4code66737.2025.00019","CAP_TESTING","172 tests and 558 functionality implementations"
"doi:10.1109/llm4code66737.2025.00019","CAP_SELFREFLECT","GPT’s conversational interface allows for iterative refinement of code, enabling students to guide the model towards simpler and more maintainable solutions."
"doi:10.1109/tvcg.2025.3535332","CAP_TESTING","PromptAid, a visual analytics system designed to interactively create, refine, and test prompts"
"doi:10.1109/tvcg.2025.3535332","CAP_CODEGEN","generate diverse prompts with the help of recommendations"
"doi:10.1109/icst62969.2025.10989038","CAP_TESTING","PathFinder framework that automates GUI-level website testing using local LLMs."
"doi:10.1109/icst62969.2025.10989038","CAP_MULTIAGENT","The framework consists of four agents; Perceptron agent (summarization), System 1 agent (decision-making), Entry Bot (data extraction), and Oracle agent (validation), which interact in an iterative process."
"doi:10.1109/msr66628.2025.00043","CAP_CODEREVIEW","The paper focuses on automating the code review process, specifically training models for 'automated code review comment generation'."
"doi:10.1109/vl-hcc65237.2025.00017","CAP_CODESUM","In summary-mediated prompting, clicking Retrieve Summary generates a 1-3 sentence natural language description of the selected code. The summary adapts to the length and complexity of the code."
"doi:10.1109/vl-hcc65237.2025.00017","CAP_CODEGEN","The returned code is shown in a diff view with line- and token-level highlights, enabling developers to inspect, validate, and selectively accept changes."
"doi:10.1109/ro-man63969.2025.11217707","CAP_SELFREFLECT","integrates chain-of-thought (CoT) reasoning models to iteratively infer user preferences and vision-language models (VLMs) to initialize user profiles"
"doi:10.1109/csecs64665.2025.11009821","CAP_SYSDESIGN","Traditionally, architects use various tools to create architectural blueprints, including Unified Modeling Language (UML) diagrams... This paper examines Copilot's role in supporting architects through various stages of architectural development"
"doi:10.1109/esem64174.2025.00050","CAP_TESTING","We conducted an empirical study to detect confirmation bias by an LLM (ChatGPT4.0) in the design of functional test cases."
"doi:10.1109/icebe68123.2025.00012","CAP_CICD","automatically generate CI/CD pipeline configurations (CI/CD: Continuous Integration and Continuous Delivery), and to monitor and modify workflows directly within IM (Instant Messaging) services."
"doi:10.1109/ase63991.2025.00117","CAP_CODECOMP","TRACE predicts subsequent edits by interleaving neural-based induction for semantic edit prediction and tool-based deduction for syntactic edit prediction."
"doi:10.1109/ase63991.2025.00117","CAP_REFACTORING","In industrial and open-source software engineering tasks, developers often perform project-wise code editing tasks, including feature enhancement, refactoring, and bug fixing"
"doi:10.1109/ase63991.2025.00117","CAP_PROGREPAIR","In industrial and open-source software engineering tasks, developers often perform project-wise code editing tasks, including feature enhancement, refactoring, and bug fixing"
"doi:10.1007/s40692-025-00375-w","CAP_CODEGEN","...improving students’ performance in programming activities such as code generation, code comprehension and explanation..."
"doi:10.1007/s40692-025-00375-w","CAP_DEBUGGING","These Chatbots offer numerous benefits, including real-time feedback, support in debugging code..."
"doi:10.25103/jestr.186.21","CAP_TESTING","The input requirements are interpreted by a generative model (GPT-4 via Hugging Face API), which then generates candidate test cases in Python (PyTest format)."
"doi:10.25103/jestr.186.21","CAP_CICD","In twelve regression runs, almost 87 percent of failed scripts were automatically fixed with no human intervention resulting in continuous CI/CD and minimal tester workloads."
"doi:10.25103/jestr.186.21","CAP_DEBUGGING","GenAI pipeline detected around 85 ± 2.1 %, of seeded defects in terms of defect detection, which is also a significant increase compared to rule-based automation"
"doi:10.1109/icmi65310.2025.11141320","CAP_CODEGEN","Exploring Prompt Patterns in AI-Assisted Code Generation"
"doi:10.1109/icwr65219.2025.11006172","CAP_PLANNING","A standardized project planning template was used to ensure uniformity across all generated plans, focusing on key Scrum principles such as task breakdown, sprint organization, and risk management."
"doi:10.15849/ijasca.250730.11","CAP_SYSDESIGN","Results reveal that ChatGPT achieves 57% accuracy for pattern detection outperforming Archie (44.4%) in systems like Spark and Gradle, where modern patterns (e.g., Pipeline, Master-Slave) are prevalent. However, it achieves a precision of 23% vs. Archie’s 75% for tactic detection"
"doi:10.1109/deeptest66595.2025.00012","CAP_TESTING","The first study involved using 2 closed-source and 6 open-source LLMs to generate verifications for manual test steps and evaluate their similarity to original verifications."
"doi:10.1109/cascon66301.2025.00025","CAP_VULNDET","Copilot achieved a detection accuracy of 86.2%, precision of 91.2%, and recall of 92.4%."
"doi:10.1109/cascon66301.2025.00025","CAP_PROGREPAIR","Copilot successfully fixed over 95% of the misuses it identified."
"doi:10.1109/cascon66301.2025.00025","CAP_DEBUGGING","We first assessed Copilot’s autonomous detection capability by asking a general question in the chat interface: Is there any API misuse in this code?"
"doi:10.1109/aemcse65292.2025.11042761","CAP_TESTING","As web applications are frequently updated, changes may introduce to web elements in new versions, causing test cases to fail."
"doi:10.1109/aemcse65292.2025.11042761","CAP_PROGREPAIR","This paper proposes a novel intent-driven web test repair approach named LetTe, which first parses the test intent and failure reasons of failed web UI tests, and then guides the Large Language Model (LLM) to fix them via prompt design and fine-tuning."
"doi:10.1109/dsd67783.2025.00025","CAP_PROGREPAIR","We employ an automated repair approach for compilation errors driven by large language models (LLMs)."
"doi:10.1109/dsd67783.2025.00025","CAP_DEBUGGING","Moreover, LLMs significantly reduce debugging time, with the majority of successful cases completed within 8 minutes"
"doi:10.1109/dsd67783.2025.00025","CAP_CICD","LLM-equipped CI systems can resolve up to 63 % of the compilation errors in our baseline dataset."
"doi:10.1109/iccbe65177.2025.11255927","CAP_SYSDESIGN","method addresses the challenges posed by intricate architectures and heterogeneous integration by introducing efficient software synthesis paradigms... enhances system modeling capabilities"
"doi:10.1109/iccbe65177.2025.11255927","CAP_TESTING","Detailed records were maintained for each project, including... testing duration"
"doi:10.1109/iccbe65177.2025.11255927","CAP_DEBUGGING","Detailed records were maintained for each project, including... debugging effort"
"doi:10.1109/istas65609.2025.11269659","CAP_CODEGEN","The rapid adoption of Large Language Models (LLMs) for code generation has transformed software development..."
"doi:10.1109/istas65609.2025.11269659","CAP_PROGREPAIR","This paper analyzes security degradation in AI-generated code through a controlled experiment with 400 code samples across 40 rounds of ""improvements""..."
"doi:10.1109/icpc66645.2025.00040","CAP_CODESUM","In this paper, we investigate whether large language models (LLMs) can be used to generate more concise, yet understandable summaries."
"doi:10.1109/icpc66645.2025.00040","CAP_TESTING","Software testing is essential, and automatic test case generation can be an important aid to software engineers."
"doi:10.1109/icst62969.2025.10988960","CAP_TESTING","results show that LLM support significantly increases the number of unit tests generated, defect detection rates, and overall testing efficiency."
"doi:10.7763/ijcte.2025.v17.1378","CAP_CODEGEN","The tool provides real-time Java code generation and diagram creation based on Sinhala programming queries"
"doi:10.1109/cai64502.2025.00266","CAP_CODEGEN","Generative Artificial Intelligence (GenAI) tools like GitHub's Copilot, Amazon CodeWhisperer, and OpenAI's Codex now generate an estimated 20-30% of code in many enterprise codebases."
"doi:10.1109/sta66620.2025.11364940","CAP_TESTING","automatically generate Gherkin scenarios from Jira Xray requirements"
"doi:10.1109/sta66620.2025.11364940","CAP_REQENG","generate Gherkin scenarios from Jira Xray requirements"
"doi:10.1109/icmi65310.2025.11139842","CAP_REFACTORING","Code refactoring is a crucial process in software development... This paper investigates the impact of ChatGPT, on code quality. The study focuses on four key metrics... The original dataset of Python code is compared with the refactored dataset to evaluate the effectiveness of ChatGPT in improving code quality."
"doi:10.1109/icse55347.2025.00138","CAP_TESTING","UX-LLM analyzes screenshots and incomplete SwiftUI source code to predict and report usability issues in native iOS apps, serving as an automated usability testing method."
"doi:10.1109/icse55347.2025.00138","CAP_CODEREVIEW","The tool inspects the source code along with UI snapshots to identify implementation and usability deficiencies, effectively functioning as an automated code and UI design review assistant."
"doi:10.1002/sd.70544","CAP_CODEGEN","Current solutions for productivity and automation include... GitHub Copilot for coding"
"doi:10.1002/sd.70544","CAP_MULTIAGENT","The agents can work together through cooperative, hierarchical or mixed strategies to solve domain and task problems autonomously or in teams based on context."
"doi:10.1109/ase63991.2025.00024","CAP_CODECOMP","These assistants primarily operate through three interaction modes: code completion (ranging from token-to statement-level)..."
"doi:10.1109/ase63991.2025.00024","CAP_PROGREPAIR","...support a range of development tasks, including code completion, bug fixing, testing, and code explanation"
"doi:10.1109/ase63991.2025.00024","CAP_TESTING","The most discussed label is task support (36x), which focuses on capabilities beyond basic code completion—such as test generation, code refactoring, and code summarization."
"doi:10.1109/ase63991.2025.00024","CAP_REFACTORING","...task support (36x), which focuses on capabilities beyond basic code completion—such as test generation, code refactoring, and code summarization."
"doi:10.1109/ase63991.2025.00024","CAP_DOCGEN","4 focus on other tasks such as documentation generation, code review, or code snippet management."
"doi:10.1109/ase63991.2025.00024","CAP_CODEREVIEW","4 focus on other tasks such as documentation generation, code review, or code snippet management."
"doi:10.24251/hicss.2025.719","CAP_CODECOMP","Copilot is a prediction tool that can suggest code snippets in various programming languages."
"doi:10.1109/trustcom66490.2025.00026","CAP_TESTING","Penetration testing and vulnerability assessment are essential industry practices... AutoPentester automatically conducts pentesting steps using common security tools in an iterative process."
"doi:10.1109/trustcom66490.2025.00026","CAP_VULNDET","Results show that AutoPentester achieves a 27.0% better subtask completion rate and 39.5% more vulnerability coverage with fewer steps."
"doi:10.1109/trustcom66490.2025.00026","CAP_SELFREFLECT","It can dynamically generate attack strategies based on the tool outputs from the previous iteration, mimicking the human pentester approach."
"doi:10.1109/icoailo66760.2025.11156083","CAP_REQENG","Applied the guideline during Business Requirements phase, observing improvements in completeness but limitations in traceability."
"doi:10.1109/icoailo66760.2025.11156083","CAP_SYSDESIGN","Applied the guideline during Secure Design phases and Threat Modeling."
"doi:10.1109/icoailo66760.2025.11156083","CAP_PLANNING","Applied the guideline from the Project Charter phase."
"doi:10.1109/icoailo66760.2025.11156083","CAP_DOCGEN","Aligning documentation outputs with formal standards such as OWASP ASVS when using large language models."
"doi:10.1109/esem64174.2025.00061","CAP_DOCGEN","LLMs generated three variants of each original (O) PR... to investigate Large Language Models (LLMs) as a reliable PR description assistant"
"doi:10.1109/esem64174.2025.00061","CAP_CODEREVIEW","We adopted six software engineering competencies to prompt six LLMs to score 212,687 PRs"
"doi:10.1109/sita67914.2025.11273637","CAP_TESTING","MAGISTER, a multiagent framework for LLM-based unit test generation... generating test code with feedbackdriven refinement."
"doi:10.1109/sita67914.2025.11273637","CAP_MULTIAGENT","multiagent framework... where each agent (Analyzer Agent, Test Generation Agent, Executor Agent, and Refiner Agent) specializes in a specific role within the framework workflow"
"doi:10.1109/ase63991.2025.00251","CAP_PROGREPAIR","We further demonstrate that Large Language Models, when provided with human-like diagnostic context, can successfully repair a substantial portion of these brittle tests"
"doi:10.1109/ase63991.2025.00251","CAP_TESTING","repair a substantial portion of these brittle tests"
"doi:10.1109/saner64311.2025.00018","CAP_REFACTORING","enhance scalability with better database queries and code modularization"
"doi:10.1109/saner64311.2025.00018","CAP_CICD","The CI/CD pipeline was also streamlined, enabling faster and more reliable deployments."
"doi:10.24251/hicss.2025.522","CAP_REQENG","The tool automatically negotiates user constraints and preferences (e.g., pricing and data limits) to reach agreements, simulating business requirements negotiation."
"doi:10.1109/fie63693.2025.11328290","CAP_DEBUGGING","integrate ChatGPT into the debugging process... determine the causes of video game defects."
"doi:10.1109/fie63693.2025.11328290","CAP_PROGREPAIR","Students used ChatGPT to generate defect repair recommendations."
"doi:10.1109/jiot.2025.3531512","CAP_DEBUGGING","automated software defect localization based on code changes"
"doi:10.1109/ubmk67458.2025.11206917","CAP_SYSDESIGN","Abstract states: 'This paper explores the dual pedagogical role of ChatGPT in computer engineering education, focusing on its capacity to both generate questions and provide answers that support the learning of software design patterns.'"
"doi:10.1109/saner64311.2025.00015","CAP_CODEGEN","Developers describe the desired program behavior, and ChatGPT generates the corresponding code"
"doi:10.1109/saner64311.2025.00015","CAP_REFACTORING","Developers rely on ChatGPT to improve existing code, making it more readable, maintainable, or efficient"
"doi:10.1109/saner64311.2025.00015","CAP_DEBUGGING","Developers collaborate with ChatGPT to diagnose the root cause of an issue and generate the correct solution"
"doi:10.1109/saner64311.2025.00015","CAP_TESTING","All testing-centric discussions (2.86%) focus on generating or enhancing test cases"
"doi:10.1109/msr66628.2025.00107","CAP_DEBUGGING","analyze 433 developer-ChatGPT conversations within GitHub issue threads to examine the impact of prompt knowledge gaps and conversation styles on issue resolution"
"doi:10.1109/icse55347.2025.00199","CAP_CODEGEN","Abstract: 'Software developers increasingly rely on AI code generation utilities.'"
"doi:10.1109/icse55347.2025.00199","CAP_CODECOMP","Abstract: '...evaluate the trustworthiness of a code suggestion... keeping only 52% of original suggestions.'"
"doi:10.1080/20964471.2025.2483541","CAP_CODEGEN","The method transforms natural language queries into precise SQL queries, enhancing the functionality of LLMs in geospatial database management."
"doi:10.1080/20964471.2025.2483541","CAP_MULTIAGENT","the MAS framework decomposes complex queries into manageable subtasks, each handled by a dedicated agent."
"doi:10.1109/nlbse66842.2025.00015","CAP_REQENG","assess the capability of LLM agents to generate UML Use Case Diagrams (UCD), starting from software requirements in natural language"
"doi:10.1109/nlbse66842.2025.00015","CAP_SYSDESIGN","generate UML Use Case Diagrams (UCD)"
